lat,lon
40.76498032516858,-111.902538525
40.76499692518364,-111.90823007499999
40.76062335008664,-111.85388836666667
40.76501226007104,-111.85388804
40.765003344576115,-111.88247777777777
40.76717267516454,-111.8825011625
40.74328800000002,-111.98963289999999
40.75856879999999,-111.85228299999999
40.75926235005444,-111.84197124999999
40.76071216671478,-111.83886726666667
40.75412386678462,-111.89109577499998
40.75412790010534,-111.88824017
40.733520283371945,-111.8711406
40.74164981823845,-111.8711727
40.76716386681758,-111.88537455
40.767176850133175,-111.88823304999998
40.76282457511988,-111.90253637500001
40.76282595723714,-111.8910788857143
40.751966190124584,-111.86819685000002
40.75196604457876,-111.87103875555553
40.75848801012546,-111.87106031999998
40.75848368013174,-111.87393129000002
40.76935075844868,-111.8882501833333
40.767163499999995,-111.87677899999998
40.699869775033086,-111.83411054999999
40.71070280017305,-111.85463644444445
40.712684133370765,-111.85345632222221
40.723276685782146,-111.85368191428572
40.72540873340177,-111.853835725
40.73350032002168,-111.85383076
40.74164250001708,-111.85388945999999
40.77578040002258,-111.90252342000001
40.77151915013859,-111.89684974999999
40.74047815013946,-111.94929112499997
40.75194146007721,-111.91682269999998
40.733124100000005,-111.95804899999999
40.7335169,-111.91117549999998
40.68714505002275,-111.83404595
40.76064013355404,-111.88822897499998
40.76064528350971,-111.89108814166667
40.76282643858176,-111.88824595384617
40.76500103344389,-111.89110600000001
40.76928570008289,-111.89110399999997
40.76281981678969,-111.89970235833334
40.76282401010944,-111.89395985
40.762818870109825,-111.89682096000001
40.765006230105925,-111.8653227
40.76500674012736,-111.87105261999999
40.76283410012166,-111.87105509999999
40.76282878344998,-111.88250102500002
40.7628337501274,-111.87392491
40.76281595010211,-111.88536607
40.74979372008009,-111.86392992
40.76717190002281,-111.89239599999998
40.77156403005853,-111.88826728000001
40.75847391125611,-111.89967012222222
40.7584882335243,-111.90256504444443
40.75631139011959,-111.87105689999999
40.72696213354191,-111.98626999999999
40.76718532512804,-111.86820230000001
40.7155592,-111.85347274999998
40.760648025082666,-111.93902620000001
40.77138645000769,-111.91385915
40.767178200135135,-111.89385191428572
40.750676,-111.8453497
40.771521020097474,-111.89395350999999
40.764965575095594,-111.8739245125
40.764998450137455,-111.89969596
40.7416973,-111.891072
40.7417009,-111.8939352
40.741732799999994,-111.888313
40.760650540120224,-111.89395508000001
40.7802163334696,-111.89970676666664
40.7520236,-111.85959729999999
40.71928330007591,-111.871101125
40.6871962,-111.84510909999999
40.702639366677246,-111.85493789999998
40.73187779999999,-111.85385089999998
40.73020600054629,-111.85388605
40.73087257511767,-111.98731174999999
40.6872073,-111.8655192
40.73312870010374,-111.939043725
40.72579270006633,-111.91674343333334
40.72595366005707,-111.93899428
40.726962500064786,-111.967818
40.7335229,-111.87382899999999
40.7023178,-111.8654584
40.76182625000002,-111.89110695
40.767177100133416,-111.873922825
40.751926389005526,-111.89395442222222
40.76068198021832,-111.88536581999998
40.760648720115974,-111.89680525
40.76771806669314,-111.83619333333334
40.76064654559477,-111.89966215454545
40.74680175000002,-111.8882345
40.76573580000001,-111.8369438
40.751252925064826,-111.93901689999998
40.794016166746424,-111.90327783333333
40.765495200111374,-111.93921360000002
40.76717697511927,-111.87105064999999
40.76067122520634,-111.8710591
40.71821936674562,-111.87133633333333
40.71267380005,-111.8712826
40.69988475006731,-111.87133124999998
40.687235099999995,-111.8714977
40.78239030013607,-111.899704575
40.770384033414906,-111.90258143333335
40.76932156709082,-111.90237176666668
40.76717535015557,-111.90253175
40.764999875173125,-111.90546749999999
40.76933982517676,-111.89967199999998
40.769344900180556,-111.89681254999999
40.7127247,-111.83419889999999
40.7472526,-112.02502435
40.7324817,-112.02483899999999
40.744577550003754,-111.899675
40.790074133438495,-111.90114279999999
40.75194232512595,-111.89681215000002
40.751944525136224,-111.89968387499998
40.7541370001444,-111.89680059999998
40.75629123350304,-111.89978043333332
40.75412650013066,-111.8996851
40.7497563501412,-111.899683775
40.7691896252062,-112.02507959999998
